name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;freeplay;short_title;
bandido;Bandido;"1980";"Nintendo (Exidy license)";NO;sheriff;YES;sheriff;-;YES;NO;NO;-;NO;YES;NO;YES;"nintendo/n8080.cpp";"Mame 0.31";"1998-04-25";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"270";VERTICAL;256;224;61.523438;"double joystick (8-way)";"CRT 15kHz";"Intel 8080A,Intel 8035";"maincpu Intel 8080A @2.16 MHz, audiocpu Intel 8035 @6 MHz";"Speaker,1-Bit DAC,TI SN76477 CSG";"speaker Speaker, n8080_dac 1-Bit DAC, snsnd TI SN76477 CSG";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=QTwUYCG61FE";-;0;NO;NO;NO;NO;English;-;-;-;NO;Bandido;
bzone;"Battle Zone (rev 2)";"1980";Atari;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;atari/bzone.cpp;"Mame 0.26";"1997-07-14";"Mame 0.256";"2023-06-28";1;1;2;1;1;VECTOR;"0";HORIZONTAL;0;0;41.015625;"vertical double joystick (2-way)";-;"MOS Technology 6502,Atari C012294 POKEY";"maincpu MOS Technology 6502 @1.512 MHz, pokey Atari C012294 POKEY @1.512 MHz";"Speaker,Atari C012294 POKEY,Discrete Sound";"mono Speaker, pokey Atari C012294 POKEY @1.512 MHz, discrete Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Driving 1st Person";Shooter;-;English;"Black & White Vectorial";YES;YES;NO;YES;NO;NO;YES;NO;NO;YES;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=uribcxt4wMY";-;0;NO;NO;NO;NO;"Black & White Vectorial";"60 to 70 (Passable)";"1980";-;NO;"Battle Zone";
"bzone2";"Battle Zone (set 2)";"1980";Atari;NO;bzone;YES;bzone;-;YES;NO;NO;-;NO;YES;NO;NO;bzone.c;"Mame 0.27";"1997-08-10";"Mame 0.146";"2012-03-21";1;1;2;1;1;VECTOR;"0";HORIZONTAL;0;0;40.000000;"vertical double joystick (2-way)";-;"M6502";"maincpu M6502 @1.512 MHz";"Speaker,POKEYN,DISCRETE";"mono Speaker, pokey POKEYN @1.512 MHz, discrete DISCRETE";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Shooter / Driving 1st Person";Shooter;-;Shooter;-;NO;YES;NO;YES;NO;NO;NO;NO;NO;YES;NO;NO;YES;-;-;-;-;0;NO;NO;NO;NO;Shooter;-;-;-;NO;"Battle Zone";
bzonea;"Battle Zone (rev 1)";"1980";Atari;NO;bzone;YES;bzone;-;YES;NO;NO;-;NO;YES;NO;YES;atari/bzone.cpp;"Mame 0.146u1";"2012-06-11";"Mame 0.256";"2023-06-28";1;1;2;1;1;VECTOR;"0";HORIZONTAL;0;0;41.015625;"vertical double joystick (2-way)";-;"MOS Technology 6502,Atari C012294 POKEY";"maincpu MOS Technology 6502 @1.512 MHz, pokey Atari C012294 POKEY @1.512 MHz";"Speaker,Atari C012294 POKEY,Discrete Sound";"mono Speaker, pokey Atari C012294 POKEY @1.512 MHz, discrete Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Driving 1st Person";Shooter;-;English;"Black & White Vectorial";YES;YES;NO;YES;NO;NO;YES;NO;NO;YES;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;"Black & White Vectorial";-;-;-;NO;"Battle Zone";
bzonec;"Battle Zone (cocktail)";"1980";Atari;NO;bzone;YES;bzone;-;YES;NO;NO;-;NO;YES;NO;YES;atari/bzone.cpp;"Mame 0.37b10 (0.46)";"2000-12-05";"Mame 0.256";"2023-06-28";1;1;2;1;1;VECTOR;"0";HORIZONTAL;0;0;41.015625;"vertical double joystick (2-way)";-;"MOS Technology 6502,Atari C012294 POKEY";"maincpu MOS Technology 6502 @1.512 MHz, pokey Atari C012294 POKEY @1.512 MHz";"Speaker,Atari C012294 POKEY,Discrete Sound";"mono Speaker, pokey Atari C012294 POKEY @1.512 MHz, discrete Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;-;"Shooter / Driving 1st Person";Shooter;-;English;"Black & White Vectorial";YES;YES;NO;YES;NO;NO;YES;NO;NO;YES;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;"Black & White Vectorial";-;-;-;NO;"Battle Zone";
captflag;"Captain Flag (Japan)";"1993";Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;jaleco/cischeat.cpp;"Mame 0.169";"2015-12-30";"Mame 0.256";"2023-06-28";1;2;2;2;1;RASTER;"270";VERTICAL;256;224;30.000000;"vertical double joystick (2-way)";"CRT 15kHz";"Motorola MC68000";"maincpu Motorola MC68000 @12 MHz";"Speaker,OKI MSM6295 ADPCM";"lspeaker Speaker, rspeaker Speaker, oki1 OKI MSM6295 ADPCM @2 MHz, oki2 OKI MSM6295 ADPCM @2 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Medal Game / Stone-Scissor-Paper";"Medal Game";-;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=RH6ih-f5HAE";-;0;NO;NO;NO;NO;Japanese;"40 to 50 (Decent)";-;-;NO;"Captain Flag";
cloak;"Cloak & Dagger (rev 5)";"1983";Atari;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;atari/cloak.cpp;"Mame 0.29";"1997-10-20";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"0";HORIZONTAL;256;232;60.000000;"double joystick (8-way)";"CRT 15kHz";"MOS Technology 6502,Atari C012294 POKEY";"maincpu MOS Technology 6502 @1 MHz, slave MOS Technology 6502 @1.25 MHz, pokey1 Atari C012294 POKEY @1.25 MHz, pokey2 Atari C012294 POKEY @1.25 MHz";"Speaker,Atari C012294 POKEY";"mono Speaker, pokey1 Atari C012294 POKEY @1.25 MHz, pokey2 Atari C012294 POKEY @1.25 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_cloakanddagger;"https://www.youtube.com/watch?v=mkMqwiVgTGg";-;0;NO;NO;NO;NO;English;"40 to 50 (Decent)";-;-;NO;"Cloak & Dagger";
cloakfr;"Cloak & Dagger (French)";"1983";Atari;NO;cloak;YES;cloak;-;YES;NO;NO;-;NO;YES;NO;YES;atari/cloak.cpp;"Mame 0.75";"2003-10-12";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"0";HORIZONTAL;256;232;60.000000;"double joystick (8-way)";"CRT 15kHz";"MOS Technology 6502,Atari C012294 POKEY";"maincpu MOS Technology 6502 @1 MHz, slave MOS Technology 6502 @1.25 MHz, pokey1 Atari C012294 POKEY @1.25 MHz, pokey2 Atari C012294 POKEY @1.25 MHz";"Speaker,Atari C012294 POKEY";"mono Speaker, pokey1 Atari C012294 POKEY @1.25 MHz, pokey2 Atari C012294 POKEY @1.25 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;French;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;French;-;-;-;NO;"Cloak & Dagger";
cloakgr;"Cloak & Dagger (German)";"1983";Atari;NO;cloak;YES;cloak;-;YES;NO;NO;-;NO;YES;NO;YES;atari/cloak.cpp;"Mame 0.75";"2003-10-12";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"0";HORIZONTAL;256;232;60.000000;"double joystick (8-way)";"CRT 15kHz";"MOS Technology 6502,Atari C012294 POKEY";"maincpu MOS Technology 6502 @1 MHz, slave MOS Technology 6502 @1.25 MHz, pokey1 Atari C012294 POKEY @1.25 MHz, pokey2 Atari C012294 POKEY @1.25 MHz";"Speaker,Atari C012294 POKEY";"mono Speaker, pokey1 Atari C012294 POKEY @1.25 MHz, pokey2 Atari C012294 POKEY @1.25 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;German;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;German;-;-;-;NO;"Cloak & Dagger";
cloaksp;"Cloak & Dagger (Spanish)";"1983";Atari;NO;cloak;YES;cloak;-;YES;NO;NO;-;NO;YES;NO;YES;atari/cloak.cpp;"Mame 0.75";"2003-10-12";"Mame 0.256";"2023-06-28";1;1;2;1;1;RASTER;"0";HORIZONTAL;256;232;60.000000;"double joystick (8-way)";"CRT 15kHz";"MOS Technology 6502,Atari C012294 POKEY";"maincpu MOS Technology 6502 @1 MHz, slave MOS Technology 6502 @1.25 MHz, pokey1 Atari C012294 POKEY @1.25 MHz, pokey2 Atari C012294 POKEY @1.25 MHz";"Speaker,Atari C012294 POKEY";"mono Speaker, pokey1 Atari C012294 POKEY @1.25 MHz, pokey2 Atari C012294 POKEY @1.25 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;Spanish;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;-;-;0;NO;NO;NO;NO;Spanish;-;-;-;NO;"Cloak & Dagger";
complexx;"Complex X";"1984";"Taito America Corporation";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;taito/qix.cpp;"Mame 0.67";"2003-04-06";"Mame 0.256";"2023-06-28";1;1;3;2;1;RASTER;"270";VERTICAL;256;256;55.838470;"double joystick (8-way)";"CRT 15kHz";"Motorola MC6809E,Motorola MC6802";"maincpu Motorola MC6809E @1.25 MHz, videocpu Motorola MC6809E @1.25 MHz, audiocpu Motorola MC6802 @3.6864 MHz";"Speaker,Discrete Sound";"lspeaker Speaker, rspeaker Speaker, discrete Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Platform / Shooter";Platform;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_complexx;"https://www.youtube.com/watch?v=AvwmxWXFbgc";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";"1984";-;NO;"Complex X";
dribling;"Dribbling (set 1)";"1983";"Model Racing";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;mr/dribling.cpp;"Mame 0.61";"2002-07-04";"Mame 0.256";"2023-06-28";2;2;1;0;1;RASTER;"0";HORIZONTAL;256;216;59.637405;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @5 MHz";-;-;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;-;"Sports / Soccer";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";https://archive.org/details/arcade_dribling;"https://www.youtube.com/watch?v=lX6IWyn6_gE";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;Dribbling;
driblinga;"Dribbling (set 2)";"1983";"Model Racing";NO;dribling;YES;dribling;-;YES;NO;NO;-;NO;YES;NO;YES;mr/dribling.cpp;"Mame 0.220";"2020-04-06";"Mame 0.256";"2023-06-28";2;2;1;0;1;RASTER;"0";HORIZONTAL;256;216;59.637405;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @5 MHz";-;-;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;-;"Sports / Soccer";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;Dribbling;
driblingbr;"Dribbling (bootleg, Brazil)";"1983";"bootleg (Videomac)";NO;dribling;YES;dribling;-;YES;NO;NO;-;NO;YES;NO;YES;mr/dribling.cpp;"Mame 0.145u5";"2012-03-25";"Mame 0.256";"2023-06-28";2;2;1;0;1;RASTER;"0";HORIZONTAL;256;216;59.637405;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @5 MHz";-;-;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;-;"Sports / Soccer";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;Dribbling;
driblingo;"Dribbling (Olympia)";"1983";"Model Racing (Olympia license)";NO;dribling;YES;dribling;-;YES;NO;NO;-;NO;YES;NO;YES;mr/dribling.cpp;"Mame 0.133u1";"2009-08-02";"Mame 0.256";"2023-06-28";2;2;1;0;1;RASTER;"0";HORIZONTAL;256;216;59.637405;"double joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @5 MHz";-;-;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;-;"Sports / Soccer";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;Dribbling;
driblino;"Dribbling (Olympia)";"1983";"Model Racing (Olympia license)";NO;dribling;YES;dribling;-;YES;NO;NO;-;NO;YES;NO;NO;dribling.c;"Mame 0.61";"2002-07-04";"Mame 0.132u5";"2009-07-16";2;2;1;0;1;RASTER;"0";HORIZONTAL;256;216;60.000000;"double joystick (8-way)";"CRT 15kHz";"Z80";"maincpu Z80 @5 MHz";-;-;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Sports / Soccer";Sports;-;Sports;-;NO;YES;NO;YES;NO;NO;NO;NO;NO;NO;NO;NO;NO;-;-;-;-;0;NO;NO;NO;NO;Sports;-;-;-;NO;Dribbling;
dsrtwars;"Desert Wars (bootleg of Battle Zone)";"1981";"bootleg (Andra S.A.)";NO;bzone;YES;bzone;-;YES;NO;NO;-;NO;YES;NO;YES;atari/bzone.cpp;"Mame 0.253";"2023-03-30";"Mame 0.256";"2023-06-28";1;1;2;1;1;VECTOR;"0";HORIZONTAL;0;0;41.015625;"vertical double joystick (2-way)";-;"MOS Technology 6502";"maincpu MOS Technology 6502 @1.512 MHz";"Speaker,AY-3-8910A PSG";"mono Speaker, aysnd AY-3-8910A PSG @1 MHz";PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Driving 1st Person";Shooter;-;English;"Black & White Vectorial";YES;YES;NO;YES;NO;NO;YES;NO;NO;YES;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;"Black & White Vectorial";-;-;-;NO;"Desert Wars";
